DATE,NAV (USD),CASH INJECTION,DAILY P&L,Daily Return,Weekly P&L,Weekly Return,MTD Change,MTD %,Cal,LTD ROR%,YTD Change,YTD ROR%,Annualised Return,Annualised Volatility,30 Days P&L,30 Days Return,90 Days P&L,90 Days Return,252 Days P&L,252 Days Return,Sharpe Ratio,Sortino Ratio,Value at Risk 95%(30days),Value at Risk 95%(90days),Value at Risk 95%(252days),Value at Risk 99%(252days),CAGR,Excess Return,Negative Excess Returns,Square of (Negative Excess Returns),Trailing 252D Sharpe,Trailing 252D Sortino,Trailing 252D Annualised Return,Trailing 252D Annualised Volatility
2020-07-01,8106215.13,0.0,-23460.98,-0.29,-23460.98,-0.29,-23460.98,-0.29,1.0,-0.29,-23460.98,-0.29,-73.08,,-23460.98,-0.29,-23460.98,-0.29,-23460.98,-0.29,,-15.87,0.0,0.0,0.0,0.0,-51.9,-0.31,-0.31,0.0,,-15.87,-73.08,
2020-07-02,8174039.77,0.0,67824.64,0.84,44363.66,0.54,44363.66,0.54,1.01,0.54,44363.66,0.54,68.88,12.65,44363.66,0.54,44363.66,0.54,44363.66,0.54,5.09,18.63,0.0,0.0,0.0,0.0,98.16,0.82,0.0,0.0,5.09,18.63,68.88,0.13
2020-07-06,8297117.32,0.0,123077.55,1.51,123077.55,1.51,167441.21,2.06,1.02,2.06,167441.21,2.06,172.4,14.41,167441.21,2.06,167441.21,2.06,167441.21,2.06,11.65,59.51,0.0,0.0,0.0,0.0,453.63,1.49,0.0,0.0,11.65,59.51,172.4,0.14
2020-07-07,8333268.55,0.0,36151.23,0.44,159228.78,1.95,203592.44,2.5,1.03,2.5,203592.44,2.5,156.75,11.93,203592.44,2.5,203592.44,2.5,203592.44,2.5,12.77,62.31,0.0,0.0,0.0,0.0,374.64,0.42,0.0,0.0,12.77,62.31,156.75,0.12
2020-07-08,8402868.61,0.0,69600.06,0.84,228828.84,2.8,273192.5,3.36,1.03,3.36,273192.5,3.36,167.5,10.44,273192.5,3.36,273192.5,3.36,273192.5,3.36,15.61,74.58,0.0,0.0,0.0,0.0,428.62,0.82,0.0,0.0,15.61,74.58,167.5,0.1
2020-07-09,8486246.53,0.0,83377.92,0.99,312206.76,3.82,356570.42,4.38,1.04,4.38,356570.42,4.38,181.25,9.58,356570.42,4.38,356570.42,4.38,356570.42,4.38,18.46,88.59,0.0,0.0,0.0,0.0,506.35,0.97,0.0,0.0,18.46,88.59,181.25,0.1
2020-07-13,8403900.18,0.0,-82346.35,-0.97,-82346.35,-0.97,274224.07,3.37,1.03,3.37,274224.07,3.37,120.43,13.39,274224.07,3.37,274224.07,3.37,274224.07,3.37,8.66,18.67,-0.01,-0.01,-0.01,-0.01,229.95,-0.99,-0.99,0.0,8.66,18.67,120.43,0.13
2020-07-14,8483233.34,0.0,79333.16,0.94,-3013.19,-0.04,353557.23,4.35,1.04,4.35,353557.23,4.35,135.11,12.67,353557.23,4.35,353557.23,4.35,353557.23,4.35,10.31,22.48,-0.01,-0.01,-0.01,-0.01,282.11,0.93,0.0,0.0,10.31,22.48,135.11,0.13
2020-07-15,8478930.91,0.0,-4302.43,-0.05,-7315.62,-0.09,349254.8,4.29,1.04,4.29,349254.8,4.29,118.68,12.25,349254.8,4.29,349254.8,4.29,349254.8,4.29,9.32,20.8,-0.01,-0.01,-0.01,-0.01,224.58,-0.07,-0.07,0.0,9.32,20.8,118.68,0.12
2020-07-16,8434812.8,0.0,-44118.11,-0.52,-51433.73,-0.61,305136.69,3.75,1.04,3.75,305136.69,3.75,93.7,12.57,305136.69,3.75,305136.69,3.75,305136.69,3.75,7.09,15.2,-0.01,-0.01,-0.01,-0.01,152.99,-0.54,-0.54,0.0,7.09,15.2,93.7,0.13
2020-07-17,8475481.76,0.0,40668.96,0.48,-10764.77,-0.13,345805.65,4.25,1.04,4.25,345805.65,4.25,96.23,11.94,345805.65,4.25,345805.65,4.25,345805.65,4.25,7.68,16.4,-0.01,-0.01,-0.01,-0.01,159.6,0.46,0.0,0.0,7.68,16.4,96.23,0.12
2020-07-20,7795603.86,-800000.0,120122.1,1.42,120122.1,1.42,465927.75,5.73,1.06,5.73,465927.75,5.73,117.97,12.33,465927.75,5.73,465927.75,5.73,465927.75,5.73,9.2,21.19,-0.01,-0.01,-0.01,-0.01,222.21,1.4,0.0,0.0,9.2,21.19,117.97,0.12
2020-07-21,7768360.51,0.0,-27243.35,-0.35,92878.75,1.06,438684.4,5.36,1.05,5.36,438684.4,5.36,102.12,12.35,438684.4,5.36,438684.4,5.36,438684.4,5.36,7.91,18.1,-0.01,-0.01,-0.01,-0.01,175.15,-0.37,-0.37,0.0,7.91,18.1,102.12,0.12
2020-07-22,7803379.34,0.0,35018.83,0.45,127897.58,1.52,473703.23,5.84,1.06,5.84,473703.23,5.84,102.94,11.86,473703.23,5.84,473703.23,5.84,473703.23,5.84,8.3,18.94,-0.01,-0.01,-0.01,-0.01,177.55,0.43,0.0,0.0,8.3,18.94,102.94,0.12
2020-07-23,7757505.18,0.0,-45874.16,-0.59,82023.42,0.92,427829.07,5.21,1.05,5.21,427829.07,5.21,86.2,12.14,427829.07,5.21,427829.07,5.21,427829.07,5.21,6.73,14.59,-0.01,-0.01,-0.01,-0.01,134.84,-0.61,-0.61,0.0,6.73,14.59,86.2,0.12
2020-07-24,7718042.96,0.0,-39462.22,-0.51,42561.2,0.41,388366.85,4.68,1.05,4.68,388366.85,4.68,72.8,12.2,388366.85,4.68,388366.85,4.68,388366.85,4.68,5.6,11.75,-0.01,-0.01,-0.01,-0.01,105.45,-0.53,-0.53,0.0,5.6,11.75,72.8,0.12
2020-07-27,7848768.48,0.0,130725.52,1.69,130725.52,1.69,519092.37,6.45,1.06,6.45,519092.37,6.45,93.63,13.0,519092.37,6.45,519092.37,6.45,519092.37,6.45,6.86,15.81,-0.01,-0.01,-0.01,-0.01,152.6,1.68,0.0,0.0,6.86,15.81,93.63,0.13
2020-07-28,7829336.33,0.0,-19432.15,-0.25,111293.37,1.44,499660.22,6.19,1.06,6.19,499660.22,6.19,84.96,12.82,499660.22,6.19,499660.22,6.19,499660.22,6.19,6.28,14.45,-0.01,-0.01,-0.01,-0.01,131.75,-0.27,-0.27,0.0,6.28,14.45,84.96,0.13
2020-07-29,7899344.17,0.0,70007.84,0.89,181301.21,2.35,569668.06,7.14,1.07,7.14,569668.06,7.14,92.35,12.62,569668.06,7.14,569668.06,7.14,569668.06,7.14,6.96,16.21,-0.01,-0.01,-0.01,-0.01,149.5,0.88,0.0,0.0,6.96,16.21,92.35,0.13
2020-07-31,8019590.3,0.0,120246.13,1.52,301547.34,3.91,689914.19,8.77,1.09,8.77,689914.19,8.77,106.91,12.95,689914.19,8.77,689914.19,8.77,689914.19,8.77,7.91,19.38,-0.01,-0.01,-0.01,-0.01,188.33,1.5,0.0,0.0,7.91,19.38,106.91,0.13
2020-08-03,8080929.48,0.0,61339.18,0.76,61339.18,0.76,61339.18,0.76,1.1,9.6,751253.37,9.6,111.0,12.68,751253.37,9.6,751253.37,9.6,751253.37,9.6,8.4,20.66,-0.01,-0.01,-0.01,-0.01,200.4,0.75,0.0,0.0,8.4,20.66,111.0,0.13
2020-08-04,8290234.0,0.0,209304.52,2.59,270643.7,3.37,270643.7,3.37,1.12,12.44,960557.89,12.44,135.62,14.35,960557.89,12.44,960557.89,12.44,960557.89,12.44,9.14,26.03,-0.01,-0.01,-0.01,-0.01,283.0,2.57,0.0,0.0,9.14,26.03,135.62,0.14
2020-08-05,8397007.3,0.0,106773.3,1.29,377417.0,4.71,377417.0,4.71,1.14,13.89,1067331.19,13.89,143.84,14.24,1067331.19,13.89,1067331.19,13.89,1067331.19,13.89,9.78,28.28,-0.01,-0.01,-0.01,-0.01,315.66,1.27,0.0,0.0,9.78,28.28,143.84,0.14
2020-08-06,8505200.13,0.0,108192.83,1.29,485609.83,6.06,485609.83,6.06,1.15,15.35,1175524.02,15.35,151.37,14.12,1175524.02,15.35,1175524.02,15.35,1175524.02,15.35,10.4,30.45,-0.01,-0.01,-0.01,-0.01,348.06,1.27,0.0,0.0,10.4,30.45,151.37,0.14
2020-08-07,8196625.5,0.0,-308574.63,-3.63,177035.2,2.21,177035.2,2.21,1.11,11.17,866949.39,11.17,108.75,19.27,866949.39,11.17,866949.39,11.17,866949.39,11.17,5.41,8.34,-0.01,-0.01,-0.01,-0.03,190.74,-3.65,-3.65,0.0,5.41,8.34,108.75,0.19
2020-08-10,7879783.94,0.0,-316841.56,-3.87,-316841.56,-3.87,-139806.36,-1.74,1.07,6.87,550107.83,6.87,67.1,23.14,550107.83,6.87,550107.83,6.87,550107.83,6.87,2.71,3.64,-0.03,-0.03,-0.03,-0.04,90.43,-3.88,-3.88,0.0,2.71,3.64,67.1,0.23
2020-08-11,7384368.18,0.0,-495415.76,-6.29,-812257.32,-9.91,-635222.12,-7.92,1.0,0.15,54692.07,0.15,5.93,30.26,54692.07,0.15,54692.07,0.15,54692.07,0.15,0.05,0.06,-0.04,-0.04,-0.04,-0.06,1.43,-6.31,-6.31,0.0,0.05,0.06,5.93,0.3
2020-08-12,7585400.9,0.0,201032.72,2.72,-611224.6,-7.46,-434189.4,-5.41,1.03,2.88,255724.79,2.88,30.22,30.78,255724.79,2.88,255724.79,2.88,255724.79,2.88,0.84,1.02,-0.04,-0.04,-0.04,-0.06,29.1,2.7,0.0,0.0,0.84,1.02,30.22,0.31
2020-08-13,7631434.28,0.0,46033.38,0.61,-565191.22,-6.9,-388156.02,-4.84,1.04,3.5,301758.17,3.5,34.45,30.26,301758.17,3.5,301758.17,3.5,301758.17,3.5,0.99,1.21,-0.04,-0.04,-0.04,-0.06,34.88,0.59,0.0,0.0,0.99,1.21,34.45,0.3
2020-08-14,7623006.29,0.0,-8427.99,-0.11,-573619.21,-7.0,-396584.01,-4.95,1.03,3.39,293330.18,3.39,32.38,29.74,293330.18,3.39,293330.18,3.39,293330.18,3.39,0.94,1.15,-0.04,-0.04,-0.04,-0.06,32.31,-0.13,-0.13,0.0,0.94,1.15,32.38,0.3
2020-08-17,7922402.46,0.0,299396.17,3.93,299396.17,3.93,-97187.84,-1.21,1.07,7.45,592726.35,7.45,63.26,31.18,616187.33,7.76,592726.35,7.45,592726.35,7.45,1.88,2.46,-0.04,-0.04,-0.04,-0.06,79.33,3.91,0.0,0.0,1.88,2.46,63.26,0.31
2020-08-18,8026372.07,0.0,103969.61,1.31,403365.78,5.29,6781.77,0.08,1.09,8.86,696695.96,8.86,71.62,30.82,652332.3,8.27,696695.96,8.86,696695.96,8.86,2.18,2.85,-0.04,-0.04,-0.04,-0.06,95.13,1.29,0.0,0.0,2.18,2.85,71.62,0.31
2020-08-19,7968227.03,0.0,-58145.04,-0.72,345220.74,4.53,-51363.27,-0.64,1.08,8.07,638550.92,8.07,63.92,30.46,471109.71,5.89,638550.92,8.07,638550.92,8.07,1.95,2.55,-0.04,-0.04,-0.04,-0.06,80.89,-0.74,-0.74,0.0,1.95,2.55,63.92,0.3
2020-08-20,8052421.72,0.0,84194.69,1.06,429415.43,5.63,32831.42,0.41,1.09,9.21,722745.61,9.21,69.87,30.08,519153.17,6.55,722745.61,9.21,722745.61,9.21,2.17,2.85,-0.04,-0.04,-0.04,-0.05,92.17,1.04,0.0,0.0,2.17,2.85,69.87,0.3
2020-08-21,8064757.27,0.0,12335.55,0.15,441750.98,5.79,45166.97,0.56,1.09,9.38,735081.16,9.38,68.97,29.63,461888.66,5.83,735081.16,9.38,735081.16,9.38,2.18,2.85,-0.04,-0.04,-0.04,-0.05,90.7,0.14,0.0,0.0,2.18,2.85,68.97,0.3
2020-08-24,7969847.14,0.0,-94910.13,-1.18,-94910.13,-1.18,-49743.16,-0.62,1.08,8.09,640171.03,8.09,58.82,29.46,283600.61,3.55,640171.03,8.09,640171.03,8.09,1.84,2.41,-0.04,-0.04,-0.04,-0.05,72.42,-1.19,-1.19,0.0,1.84,2.41,58.82,0.29
2020-08-25,7944035.39,0.0,-25811.75,-0.32,-120721.88,-1.5,-75554.91,-0.94,1.08,7.74,614359.28,7.74,55.02,29.08,340135.21,4.23,614359.28,7.74,614359.28,7.74,1.74,2.27,-0.04,-0.04,-0.04,-0.05,66.18,-0.34,-0.34,0.0,1.74,2.27,55.02,0.29
2020-08-26,8076657.24,0.0,132621.85,1.67,11899.97,0.15,57066.94,0.71,1.1,9.54,746981.13,9.54,64.65,28.93,393423.9,4.98,746981.13,9.54,746981.13,9.54,2.08,2.74,-0.04,-0.04,-0.04,-0.05,83.01,1.65,0.0,0.0,2.08,2.74,64.65,0.29
2020-08-27,7838486.27,0.0,-238170.97,-2.95,-226271.0,-2.81,-181104.03,-2.26,1.06,6.31,508810.16,6.31,43.94,29.69,159555.36,1.93,508810.16,6.31,508810.16,6.31,1.33,1.72,-0.04,-0.04,-0.04,-0.05,48.51,-2.97,-2.97,0.0,1.33,1.72,43.94,0.3
2020-08-28,7851846.39,0.0,13360.12,0.17,-212910.88,-2.64,-167743.91,-2.09,1.06,6.49,522170.28,6.49,43.91,29.3,217033.59,2.64,522170.28,6.49,522170.28,6.49,1.34,1.74,-0.04,-0.04,-0.04,-0.05,48.63,0.15,0.0,0.0,1.34,1.74,43.91,0.29
2020-08-31,8142193.1,0.0,290346.71,3.7,290346.71,3.7,122602.8,1.53,1.1,10.43,812516.99,10.43,65.57,30.22,466711.34,5.93,812516.99,10.43,812516.99,10.43,2.02,2.73,-0.04,-0.04,-0.04,-0.05,84.01,3.68,0.0,0.0,2.02,2.73,65.57,0.3
2020-09-01,8932854.57,340000.0,450661.47,5.53,741008.18,9.44,450661.47,5.53,1.17,16.54,1263178.46,16.54,97.22,32.53,797250.71,10.23,1263178.46,16.54,1263178.46,16.54,2.85,4.2,-0.04,-0.04,-0.04,-0.05,150.56,5.52,0.0,0.0,2.85,4.2,97.22,0.33
2020-09-02,8942808.35,0.0,9953.78,0.11,750961.96,9.56,460615.25,5.65,1.17,16.67,1273132.24,16.67,95.61,32.15,834447.84,10.74,1273132.24,16.67,1273132.24,16.67,2.83,4.18,-0.04,-0.04,-0.04,-0.05,146.87,0.09,0.0,0.0,2.83,4.18,95.61,0.32
2020-09-03,18349286.78,10000000.0,-593521.57,-6.64,157440.39,2.29,-132906.32,-1.36,1.09,8.93,679610.67,8.93,55.42,35.93,205907.44,2.92,679610.67,8.93,679610.67,8.93,1.42,1.9,-0.05,-0.04,-0.04,-0.06,63.2,-6.65,-6.65,0.0,1.42,1.9,55.42,0.36
2020-09-04,17844069.49,0.0,-505217.29,-2.75,-347776.9,-0.53,-638123.61,-4.08,1.06,5.93,174393.38,5.93,38.77,36.21,-253435.69,0.68,174393.38,5.93,174393.38,5.93,0.95,1.25,-0.05,-0.04,-0.04,-0.06,38.07,-2.77,-2.77,0.0,0.95,1.25,38.77,0.36
2020-09-07,17832817.02,0.0,-11252.47,-0.06,-11252.47,-0.06,-649376.08,-4.14,1.06,5.86,163140.91,5.86,37.59,35.81,-225225.94,1.13,163140.91,5.86,163140.91,5.86,0.92,1.22,-0.05,-0.04,-0.04,-0.06,36.63,-0.08,-0.08,0.0,0.92,1.22,37.59,0.36
2020-09-08,17315845.28,0.0,-516971.74,-2.9,-528224.21,-2.96,-1166347.82,-6.92,1.03,2.79,-353830.83,2.79,21.24,36.12,-872923.2,-3.44,-353830.83,2.79,-353830.83,2.79,0.46,0.61,-0.05,-0.04,-0.04,-0.06,15.92,-2.92,-2.92,0.0,0.46,0.61,21.24,0.36
2020-09-09,17720328.69,0.0,404483.41,2.34,-123740.8,-0.69,-761864.41,-4.74,1.05,5.2,50652.58,5.2,33.06,36.1,-449007.64,-0.93,50652.58,5.2,50652.58,5.2,0.79,1.05,-0.05,-0.04,-0.04,-0.06,30.46,2.32,0.0,0.0,0.79,1.05,33.06,0.36
2020-09-10,17546117.74,0.0,-174210.95,-0.98,-297951.75,-1.67,-936075.36,-5.68,1.04,4.16,-123558.37,4.16,27.33,35.81,-693226.43,-2.78,-123558.37,4.16,-123558.37,4.16,0.64,0.84,-0.05,-0.04,-0.04,-0.06,23.33,-1.0,-1.0,0.0,0.64,0.84,27.33,0.36
2020-09-11,17482798.39,0.0,-63319.35,-0.36,-361271.1,-2.02,-999394.71,-6.02,1.04,3.79,-186877.72,3.79,24.97,35.46,-876791.91,-4.58,-186877.72,3.79,-186877.72,3.79,0.58,0.76,-0.05,-0.04,-0.04,-0.06,20.59,-0.38,-0.38,0.0,0.58,0.76,24.97,0.35
2020-09-14,17776534.52,0.0,293736.13,1.68,293736.13,1.68,-705658.58,-4.44,1.06,5.53,106858.41,5.53,32.78,35.28,-644394.96,-3.71,106858.41,5.53,106858.41,5.53,0.8,1.06,-0.05,-0.04,-0.04,-0.06,30.46,1.66,0.0,0.0,0.8,1.06,32.78,0.35
2020-09-15,17898748.99,0.0,122214.47,0.69,415950.6,2.38,-583444.11,-3.78,1.06,6.25,229072.88,6.25,35.48,34.95,-731485.01,-5.5,229072.88,6.25,229072.88,6.25,0.89,1.18,-0.05,-0.04,-0.04,-0.06,34.18,0.67,0.0,0.0,0.89,1.18,35.48,0.35
2020-09-16,17688459.91,0.0,-210289.08,-1.17,205661.52,1.18,-793733.19,-4.91,1.05,5.01,18783.8,5.01,29.23,34.74,-1048547.39,-7.8,18783.8,5.01,18783.8,5.01,0.71,0.94,-0.05,-0.04,-0.04,-0.06,26.14,-1.19,-1.19,0.0,0.71,0.94,29.23,0.35
2020-09-17,17479823.97,0.0,-208635.94,-1.18,-2974.42,-0.02,-1002369.13,-6.03,1.04,3.77,-189852.14,3.77,23.18,34.52,-1365376.16,-10.04,-189852.14,3.77,-189852.14,3.77,0.54,0.72,-0.05,-0.04,-0.04,-0.06,18.84,-1.2,-1.2,0.0,0.54,0.72,23.18,0.35
2020-09-18,17499641.66,0.0,19817.69,0.11,16843.27,0.1,-982551.44,-5.93,1.04,3.89,-170034.45,3.89,23.28,34.2,-1036983.84,-6.55,-170034.45,3.89,-170034.45,3.89,0.55,0.73,-0.05,-0.04,-0.04,-0.06,19.08,0.1,0.0,0.0,0.55,0.73,23.28,0.34
2020-09-21,17628133.97,0.0,128492.31,0.73,128492.31,0.73,-854059.13,-5.24,1.05,4.65,-41542.14,4.65,26.17,33.91,-591649.97,-2.08,-41542.14,4.65,-41542.14,4.65,0.64,0.85,-0.05,-0.04,-0.04,-0.06,22.68,0.72,0.0,0.0,0.64,0.85,26.17,0.34
2020-09-22,17844043.57,0.0,215909.6,1.22,344401.91,1.97,-638149.53,-4.08,1.06,5.93,174367.46,5.93,31.12,33.69,119675.39,5.77,174367.46,5.93,174367.46,5.93,0.79,1.05,-0.03,-0.04,-0.04,-0.06,29.0,1.21,0.0,0.0,0.79,1.05,31.12,0.34
2020-09-23,17369945.34,0.0,-474098.23,-2.66,-129696.32,-0.74,-1112247.76,-6.62,1.03,3.12,-299730.77,3.12,19.04,33.89,-555455.56,0.23,-299730.77,3.12,-299730.77,3.12,0.43,0.56,-0.03,-0.04,-0.04,-0.06,14.26,-2.67,-2.67,0.0,0.43,0.56,19.04,0.34
2020-09-24,17349335.85,0.0,-20609.49,-0.12,-150305.81,-0.86,-1132857.25,-6.73,1.03,2.99,-320340.26,2.99,18.21,33.6,-622098.43,-0.49,-320340.26,2.99,-320340.26,2.99,0.41,0.54,-0.03,-0.04,-0.04,-0.06,13.42,-0.14,-0.14,0.0,0.41,0.54,18.21,0.34
2020-09-25,17738451.4,0.0,389115.55,2.24,238809.74,1.36,-743741.7,-4.64,1.05,5.3,68775.29,5.3,27.33,33.61,-224554.89,1.85,68775.29,5.3,68775.29,5.3,0.68,0.9,-0.03,-0.04,-0.04,-0.06,24.24,2.22,0.0,0.0,0.68,0.9,27.33,0.34
2020-09-28,17982539.48,0.0,244088.08,1.38,244088.08,1.38,-499653.62,-3.33,1.07,6.75,312863.37,6.75,32.57,33.43,-279862.98,-0.65,312863.37,6.75,312863.37,6.75,0.84,1.12,-0.03,-0.04,-0.04,-0.06,30.99,1.36,0.0,0.0,0.84,1.12,32.57,0.33
2020-09-29,18013780.44,0.0,31240.96,0.17,275329.04,1.55,-468412.66,-3.16,1.07,6.94,344104.33,6.94,32.75,33.16,-352591.63,-1.77,344104.33,6.94,344104.33,6.94,0.85,1.13,-0.03,-0.04,-0.04,-0.06,31.34,0.16,0.0,0.0,0.85,1.13,32.75,0.33
2020-09-30,18033797.21,0.0,20016.77,0.11,295345.81,1.67,-448395.89,-3.06,1.07,7.06,364121.1,7.06,32.67,32.89,-274429.82,-0.94,364121.1,7.06,364121.1,7.06,0.86,1.14,-0.03,-0.04,-0.04,-0.06,31.36,0.09,0.0,0.0,0.86,1.14,32.67,0.33
2020-10-01,18859614.13,500000.0,325816.92,1.81,621162.73,3.5,325816.92,1.81,1.09,8.99,689938.02,8.99,39.27,32.8,-32807.59,-0.2,689938.02,8.99,689938.02,8.99,1.06,1.42,-0.03,-0.04,-0.04,-0.06,40.35,1.79,0.0,0.0,1.06,1.42,39.27,0.33
2020-10-02,18429069.0,0.0,-430545.13,-2.28,190617.6,1.14,-104728.21,-0.52,1.07,6.5,259392.89,6.5,29.82,32.89,-475688.27,-2.63,259392.89,6.5,259392.89,6.5,0.77,1.02,-0.03,-0.03,-0.03,-0.06,27.66,-2.3,-2.3,0.0,0.77,1.02,29.82,0.33
2020-10-05,18733740.43,0.0,304671.43,1.65,304671.43,1.65,199943.22,1.13,1.08,8.26,564064.32,8.26,35.68,32.77,-76106.71,0.16,564064.32,8.26,564064.32,8.26,0.95,1.27,-0.03,-0.03,-0.03,-0.06,35.41,1.64,0.0,0.0,0.95,1.27,35.68,0.33
2020-10-06,18512726.9,0.0,-221013.53,-1.18,83657.9,0.45,-21070.31,-0.07,1.07,6.99,343050.79,6.99,30.71,32.63,-271308.49,-0.7,343050.79,6.99,343050.79,6.99,0.8,1.07,-0.03,-0.03,-0.03,-0.06,28.91,-1.2,-1.2,0.0,0.8,1.07,30.71,0.33
